State,State Code,Year,Year Code,Gender,Gender Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Alabama,1,2015,2015,Male,M,55-64 years,55-64,Drug-Induced Causes,D,65,0,0.0,0,0,0
Alabama,1,2015,2015,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,95,0,0.0,0,0,0
Alabama,1,2015,2015,Male,M,65-74 years,65-74,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Alabama,1,2015,2015,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,32,0,0.0,0,0,0
Alaska,2,2002,2002,Female,F,35-44 years,35-44,Drug-Induced Causes,D,19,52680,Unreliable,21.7,56.3,8.3
Alaska,2,2002,2002,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,19,0,Unreliable,0,0,0
Alaska,2,2002,2002,Female,F,45-54 years,45-54,Drug-Induced Causes,D,12,48717,Unreliable,12.7,43,7.1
Alaska,2,2002,2002,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Alaska,2,2002,2002,Male,M,35-44 years,35-44,Drug-Induced Causes,D,17,55096,Unreliable,18,49.4,7.5
Alaska,2,2002,2002,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,21,55096,38.1,23.6,58.3,8.3
Alaska,2,2002,2002,Male,M,45-54 years,45-54,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Alaska,2,2002,2002,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,27,0,0.0,0,0,0
Alaska,2,2002,2002,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,18,28058,Unreliable,38,101.4,15.1
Alaska,2,2002,2002,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,10,12162,Unreliable,39.4,151.2,26
Alaska,2,2003,2003,Female,F,35-44 years,35-44,Drug-Induced Causes,D,16,51238,Unreliable,17.8,50.7,7.8
Alaska,2,2003,2003,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Alaska,2,2003,2003,Male,M,35-44 years,35-44,Drug-Induced Causes,D,16,53163,Unreliable,17.2,48.9,7.5
Alaska,2,2003,2003,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,13,53163,Unreliable,13,41.8,6.8
Alaska,2,2003,2003,Male,M,45-54 years,45-54,Drug-Induced Causes,D,11,55511,Unreliable,9.9,35.5,6
Alaska,2,2003,2003,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,32,55511,57.6,39.4,81.4,10.2
Alaska,2,2003,2003,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,19,30106,Unreliable,38,98.6,14.5
Alaska,2,2003,2003,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,13,12613,Unreliable,54.9,176.2,28.6
Alaska,2,2004,2004,Female,F,35-44 years,35-44,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Alaska,2,2004,2004,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,16,50313,Unreliable,18.2,51.6,8
Alaska,2,2004,2004,Female,F,45-54 years,45-54,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Alaska,2,2004,2004,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,11,0,Unreliable,0,0,0
Alaska,2,2004,2004,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,10,28370,Unreliable,16.9,64.8,11.1
Alaska,2,2004,2004,Male,M,15-24 years,15-24,Drug-Induced Causes,D,11,56880,Unreliable,9.7,34.6,5.8
Alaska,2,2004,2004,Male,M,25-34 years,25-34,Drug-Induced Causes,D,10,44871,Unreliable,10.7,41,7
Alaska,2,2004,2004,Male,M,35-44 years,35-44,Drug-Induced Causes,D,10,52304,Unreliable,9.2,35.2,6
Alaska,2,2004,2004,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,25,56508,44.2,28.6,65.3,8.8
Alaska,2,2004,2004,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,16,32618,Unreliable,28,79.7,12.3
Alaska,2,2005,2005,Female,F,25-34 years,25-34,Drug-Induced Causes,D,10,42998,Unreliable,11.2,42.8,7.4
Alaska,2,2005,2005,Female,F,35-44 years,35-44,Drug-Induced Causes,D,12,48993,Unreliable,12.7,42.8,7.1
Alaska,2,2005,2005,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,13,48993,Unreliable,14.1,45.4,7.4
Alaska,2,2005,2005,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,21,52578,39.9,24.7,61.1,8.7
Alaska,2,2005,2005,Male,M,35-44 years,35-44,Drug-Induced Causes,D,13,51602,Unreliable,13.4,43.1,7
Alaska,2,2005,2005,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,14,51602,Unreliable,14.8,45.5,7.3
Alaska,2,2005,2005,Male,M,45-54 years,45-54,Drug-Induced Causes,D,18,0,Unreliable,0,0,0
Alaska,2,2005,2005,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,26,0,0.0,0,0,0
Alaska,2,2005,2005,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,16,35104,Unreliable,26.1,74,11.4
Alaska,2,2005,2005,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,11,13645,Unreliable,40.2,144.2,24.3
Alaska,2,2006,2006,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,17,0,Unreliable,0,0,0
Alaska,2,2006,2006,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,17,53529,Unreliable,18.5,50.8,7.7
Alaska,2,2006,2006,Male,M,25-34 years,25-34,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Alaska,2,2006,2006,Male,M,35-44 years,35-44,Drug-Induced Causes,D,17,50456,Unreliable,19.6,53.9,8.2
Alaska,2,2006,2006,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,17,50456,Unreliable,19.6,53.9,8.2
Alaska,2,2006,2006,Male,M,45-54 years,45-54,Drug-Induced Causes,D,13,58001,Unreliable,11.9,38.3,6.2
Alaska,2,2006,2006,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,28,58001,48.3,32.1,69.8,9.1
Alaska,2,2006,2006,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,24,37404,64.2,41.1,95.5,13.1
Alaska,2,2007,2007,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,12,46925,Unreliable,13.2,44.7,7.4
Alaska,2,2007,2007,Female,F,45-54 years,45-54,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Alaska,2,2007,2007,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Alaska,2,2007,2007,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,16,34318,Unreliable,26.6,75.7,11.7
Alaska,2,2007,2007,Male,M,25-34 years,25-34,Drug-Induced Causes,D,13,0,Unreliable,0,0,0
Alaska,2,2007,2007,Male,M,35-44 years,35-44,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Alaska,2,2007,2007,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Alaska,2,2007,2007,Male,M,45-54 years,45-54,Drug-Induced Causes,D,12,57906,Unreliable,10.7,36.2,6
Alaska,2,2007,2007,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,32,57906,55.3,37.8,78,9.8
Alaska,2,2007,2007,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Alaska,2,2008,2008,Female,F,35-44 years,35-44,Drug-Induced Causes,D,14,45515,Unreliable,16.8,51.6,8.2
Alaska,2,2008,2008,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
Alaska,2,2008,2008,Female,F,45-54 years,45-54,Drug-Induced Causes,D,15,53660,Unreliable,15.6,46.1,7.2
Alaska,2,2008,2008,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,12,53660,Unreliable,11.6,39.1,6.5
Alaska,2,2008,2008,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,11,36348,Unreliable,15.1,54.1,9.1
Alaska,2,2008,2008,Male,M,15-24 years,15-24,Drug-Induced Causes,D,13,58527,Unreliable,11.8,38,6.2
Alaska,2,2008,2008,Male,M,25-34 years,25-34,Drug-Induced Causes,D,17,49815,Unreliable,19.9,54.6,8.3
Alaska,2,2008,2008,Male,M,35-44 years,35-44,Drug-Induced Causes,D,18,48780,Unreliable,21.9,58.3,8.7
Alaska,2,2008,2008,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Alaska,2,2008,2008,Male,M,45-54 years,45-54,Drug-Induced Causes,D,25,0,0.0,0,0,0
Alaska,2,2008,2008,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,35,0,0.0,0,0,0
Alaska,2,2008,2008,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,27,41619,64.9,42.8,94.4,12.5
Alaska,2,2008,2008,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,10,16530,Unreliable,29,111.3,19.1
Alaska,2,2009,2009,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Alaska,2,2009,2009,Female,F,45-54 years,45-54,Drug-Induced Causes,D,20,0,0.0,0,0,0
Alaska,2,2009,2009,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Alaska,2,2009,2009,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Alaska,2,2009,2009,Male,M,15-24 years,15-24,Drug-Induced Causes,D,11,55597,Unreliable,9.9,35.4,6
Alaska,2,2009,2009,Male,M,25-34 years,25-34,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Alaska,2,2009,2009,Male,M,35-44 years,35-44,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Alaska,2,2009,2009,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,14,47509,Unreliable,16.1,49.4,7.9
Alaska,2,2009,2009,Male,M,45-54 years,45-54,Drug-Induced Causes,D,25,58273,42.9,27.8,63.3,8.6
Alaska,2,2009,2009,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,28,0,0.0,0,0,0
Alaska,2,2009,2009,Male,M,55-64 years,55-64,Drug-Induced Causes,D,13,44312,Unreliable,15.6,50.2,8.1
Alaska,2,2009,2009,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,20,0,0.0,0,0,0
Alaska,2,2009,2009,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,12,17519,Unreliable,35.4,119.7,19.8
Alaska,2,2010,2010,Female,F,35-44 years,35-44,Drug-Induced Causes,D,11,44597,Unreliable,12.3,44.1,7.4
Alaska,2,2010,2010,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Alaska,2,2010,2010,Male,M,35-44 years,35-44,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Alaska,2,2010,2010,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Alaska,2,2010,2010,Male,M,45-54 years,45-54,Drug-Induced Causes,D,18,57686,Unreliable,18.5,49.3,7.4
Alaska,2,2010,2010,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,23,0,0.0,0,0,0
Alaska,2,2010,2010,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Alaska,2,2011,2011,Female,F,35-44 years,35-44,Drug-Induced Causes,D,12,44359,Unreliable,14,47.3,7.8
Alaska,2,2011,2011,Female,F,45-54 years,45-54,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Alaska,2,2011,2011,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,23,52638,43.7,27.7,65.6,9.1
Alaska,2,2011,2011,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,12,42894,Unreliable,14.5,48.9,8.1
Alaska,2,2011,2011,Male,M,25-34 years,25-34,Drug-Induced Causes,D,15,55557,Unreliable,15.1,44.5,7
Alaska,2,2011,2011,Male,M,35-44 years,35-44,Drug-Induced Causes,D,13,47594,Unreliable,14.5,46.7,7.6
Alaska,2,2011,2011,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Alaska,2,2011,2011,Male,M,45-54 years,45-54,Drug-Induced Causes,D,20,0,0.0,0,0,0
Alaska,2,2011,2011,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,24,56973,42.1,27,62.7,8.6
Alaska,2,2011,2011,Male,M,55-64 years,55-64,Drug-Induced Causes,D,10,47991,Unreliable,10,38.3,6.6
Alaska,2,2011,2011,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,19,0,Unreliable,0,0,0
Alaska,2,2012,2012,Female,F,25-34 years,25-34,Drug-Induced Causes,D,17,52476,Unreliable,18.9,51.9,7.9
Alaska,2,2012,2012,Female,F,35-44 years,35-44,Drug-Induced Causes,D,15,44324,Unreliable,18.9,55.8,8.7
Alaska,2,2012,2012,Female,F,45-54 years,45-54,Drug-Induced Causes,D,13,50916,Unreliable,13.6,43.7,7.1
Alaska,2,2012,2012,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,15,50916,Unreliable,16.5,48.6,7.6
Alaska,2,2012,2012,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,16,0,Unreliable,0,0,0
Alaska,2,2012,2012,Male,M,15-24 years,15-24,Drug-Induced Causes,D,10,59592,Unreliable,8,30.9,5.3
Alaska,2,2012,2012,Male,M,25-34 years,25-34,Drug-Induced Causes,D,20,0,0.0,0,0,0
Alaska,2,2012,2012,Male,M,35-44 years,35-44,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Alaska,2,2012,2012,Male,M,45-54 years,45-54,Drug-Induced Causes,D,22,0,0.0,0,0,0
Alaska,2,2012,2012,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,19,0,Unreliable,0,0,0
Alaska,2,2012,2012,Male,M,55-64 years,55-64,Drug-Induced Causes,D,10,48658,Unreliable,9.9,37.8,6.5
Alaska,2,2012,2012,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,26,48658,53.4,34.9,78.3,10.5
Alaska,2,2013,2013,Female,F,35-44 years,35-44,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Alaska,2,2013,2013,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,14,0,Unreliable,0,0,0
Alaska,2,2013,2013,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,16,44312,Unreliable,20.6,58.6,9
Alaska,2,2013,2013,Male,M,25-34 years,25-34,Drug-Induced Causes,D,20,0,0.0,0,0,0
Alaska,2,2013,2013,Male,M,35-44 years,35-44,Drug-Induced Causes,D,20,46996,42.6,26,65.7,9.5
Alaska,2,2013,2013,Male,M,45-54 years,45-54,Drug-Induced Causes,D,17,0,Unreliable,0,0,0
Alaska,2,2013,2013,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,22,52269,42.1,26.4,63.7,9
Alaska,2,2013,2013,Male,M,55-64 years,55-64,Drug-Induced Causes,D,13,0,Unreliable,0,0,0
Alaska,2,2013,2013,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,22,48508,45.4,28.4,68.7,9.7
Alaska,2,2013,2013,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,11,22755,Unreliable,24.1,86.5,14.6
Alaska,2,2014,2014,Female,F,35-44 years,35-44,Drug-Induced Causes,D,12,43122,Unreliable,14.4,48.6,8
Alaska,2,2014,2014,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,10,43122,Unreliable,11.1,42.6,7.3
Alaska,2,2014,2014,Female,F,45-54 years,45-54,Drug-Induced Causes,D,14,0,Unreliable,0,0,0
Alaska,2,2014,2014,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,12,46817,Unreliable,13.2,44.8,7.4
Alaska,2,2014,2014,Female,F,55-64 years,55-64,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Alaska,2,2014,2014,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,13,0,Unreliable,0,0,0
Alaska,2,2014,2014,Male,M,25-34 years,25-34,Drug-Induced Causes,D,19,63739,Unreliable,17.9,46.6,6.8
Alaska,2,2014,2014,Male,M,35-44 years,35-44,Drug-Induced Causes,D,20,46858,42.7,26.1,65.9,9.5
Alaska,2,2014,2014,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Alaska,2,2014,2014,Male,M,45-54 years,45-54,Drug-Induced Causes,D,11,50766,Unreliable,10.8,38.8,6.5
Alaska,2,2014,2014,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,23,50766,45.3,28.7,68,9.4
Alaska,2,2014,2014,Male,M,55-64 years,55-64,Drug-Induced Causes,D,12,48411,Unreliable,12.8,43.3,7.2
Alaska,2,2014,2014,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,36,48411,74.4,52.1,102.9,12.4
Alaska,2,2014,2014,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,10,0,Unreliable,0,0,0
Alaska,2,2015,2015,Female,F,25-34 years,25-34,Drug-Induced Causes,D,12,55213,Unreliable,11.2,38,6.3
Alaska,2,2015,2015,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Alaska,2,2015,2015,Female,F,45-54 years,45-54,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Alaska,2,2015,2015,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,19,45280,Unreliable,25.3,65.5,9.6
Alaska,2,2015,2015,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,24,45160,53.1,34.1,79.1,10.8
Alaska,2,2015,2015,Male,M,15-24 years,15-24,Drug-Induced Causes,D,12,62243,Unreliable,10,33.7,5.6
Alaska,2,2015,2015,Male,M,25-34 years,25-34,Drug-Induced Causes,D,22,0,0.0,0,0,0
Alaska,2,2015,2015,Male,M,35-44 years,35-44,Drug-Induced Causes,D,12,0,Unreliable,0,0,0
Alaska,2,2015,2015,Male,M,45-54 years,45-54,Drug-Induced Causes,D,16,49160,Unreliable,18.6,52.9,8.1
Alaska,2,2015,2015,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,33,49160,67.1,46.2,94.3,11.7
Alaska,2,2015,2015,Male,M,55-64 years,55-64,Drug-Induced Causes,D,13,48464,Unreliable,14.3,45.9,7.4
Alaska,2,2015,2015,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,29,0,0.0,0,0,0
Alaska,2,2015,2015,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,12,25631,Unreliable,24.2,81.8,13.5
Arizona,4,2002,2002,Female,F,15-24 years,15-24,Drug-Induced Causes,D,13,374055,Unreliable,1.9,5.9,1
Arizona,4,2002,2002,Female,F,25-34 years,25-34,Drug-Induced Causes,D,32,0,0.0,0,0,0
Arizona,4,2002,2002,Female,F,35-44 years,35-44,Drug-Induced Causes,D,70,386601,18.1,14.1,22.9,2.2
Arizona,4,2002,2002,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,25,0,0.0,0,0,0
Arizona,4,2002,2002,Female,F,45-54 years,45-54,Drug-Induced Causes,D,62,348079,17.8,13.7,22.8,2.3
Arizona,4,2002,2002,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,44,348079,12.6,9.2,17,1.9
Arizona,4,2002,2002,Female,F,55-64 years,55-64,Drug-Induced Causes,D,19,0,Unreliable,0,0,0
Arizona,4,2002,2002,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,25,259998,9.6,6.2,14.2,1.9
Arizona,4,2002,2002,Female,F,65-74 years,65-74,Drug-Induced Causes,D,10,197268,Unreliable,2.4,9.3,1.6
Arizona,4,2002,2002,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,20,0,0.0,0,0,0
Arizona,4,2002,2002,Male,M,15-24 years,15-24,Drug-Induced Causes,D,38,0,0.0,0,0,0
Arizona,4,2002,2002,Male,M,25-34 years,25-34,Drug-Induced Causes,D,78,395513,19.7,15.6,24.6,2.2
Arizona,4,2002,2002,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,15,0,Unreliable,0,0,0
Arizona,4,2002,2002,Male,M,35-44 years,35-44,Drug-Induced Causes,D,157,395476,39.7,33.5,45.9,3.2
Arizona,4,2002,2002,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,78,0,0.0,0,0,0
Arizona,4,2002,2002,Male,M,45-54 years,45-54,Drug-Induced Causes,D,122,0,0.0,0,0,0
Arizona,4,2002,2002,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,131,334374,39.2,32.5,45.9,3.4
Arizona,4,2002,2002,Male,M,55-64 years,55-64,Drug-Induced Causes,D,32,236953,13.5,9.2,19.1,2.4
Arizona,4,2002,2002,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,83,236953,35.0,27.9,43.4,3.8
Arizona,4,2002,2002,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,54,178051,30.3,22.8,39.6,4.1
Arizona,4,2002,2002,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Arizona,4,2003,2003,Female,F,25-34 years,25-34,Drug-Induced Causes,D,46,371862,12.4,9.1,16.5,1.8
Arizona,4,2003,2003,Female,F,35-44 years,35-44,Drug-Induced Causes,D,75,0,0.0,0,0,0
Arizona,4,2003,2003,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,36,0,0.0,0,0,0
Arizona,4,2003,2003,Female,F,45-54 years,45-54,Drug-Induced Causes,D,66,0,0.0,0,0,0
Arizona,4,2003,2003,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,46,0,0.0,0,0,0
Arizona,4,2003,2003,Female,F,55-64 years,55-64,Drug-Induced Causes,D,37,276088,13.4,9.4,18.5,2.2
Arizona,4,2003,2003,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,21,276088,7.6,4.7,11.6,1.7
Arizona,4,2003,2003,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,16,201035,Unreliable,4.5,12.9,2
Arizona,4,2003,2003,Female,F,75-84 years,75-84,Drug-Induced Causes,D,10,0,Unreliable,0,0,0
Arizona,4,2003,2003,Male,M,15-24 years,15-24,Drug-Induced Causes,D,47,0,0.0,0,0,0
Arizona,4,2003,2003,Male,M,25-34 years,25-34,Drug-Induced Causes,D,72,399473,18.0,14.1,22.7,2.1
Arizona,4,2003,2003,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,18,0,Unreliable,0,0,0
Arizona,4,2003,2003,Male,M,35-44 years,35-44,Drug-Induced Causes,D,160,395903,40.4,34.2,46.7,3.2
Arizona,4,2003,2003,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,73,0,0.0,0,0,0
Arizona,4,2003,2003,Male,M,45-54 years,45-54,Drug-Induced Causes,D,153,344210,44.4,37.4,51.5,3.6
Arizona,4,2003,2003,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,162,344210,47.1,39.8,54.3,3.7
Arizona,4,2003,2003,Male,M,55-64 years,55-64,Drug-Induced Causes,D,31,251298,12.3,8.4,17.5,2.2
Arizona,4,2003,2003,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,102,0,0.0,0,0,0
Arizona,4,2003,2003,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,48,182276,26.3,19.4,34.9,3.8
Arizona,4,2003,2003,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,23,110615,20.8,13.2,31.2,4.3
Arizona,4,2004,2004,Female,F,15-24 years,15-24,Drug-Induced Causes,D,21,0,0.0,0,0,0
Arizona,4,2004,2004,Female,F,25-34 years,25-34,Drug-Induced Causes,D,25,0,0.0,0,0,0
Arizona,4,2004,2004,Female,F,35-44 years,35-44,Drug-Induced Causes,D,74,0,0.0,0,0,0
Arizona,4,2004,2004,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,29,0,0.0,0,0,0
Arizona,4,2004,2004,Female,F,45-54 years,45-54,Drug-Induced Causes,D,101,0,0.0,0,0,0
Arizona,4,2004,2004,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,48,371124,12.9,9.5,17.1,1.9
Arizona,4,2004,2004,Female,F,55-64 years,55-64,Drug-Induced Causes,D,37,292897,12.6,8.9,17.4,2.1
Arizona,4,2004,2004,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,31,0,0.0,0,0,0
Arizona,4,2004,2004,Female,F,65-74 years,65-74,Drug-Induced Causes,D,11,0,Unreliable,0,0,0
Arizona,4,2004,2004,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,18,0,Unreliable,0,0,0
Arizona,4,2004,2004,Male,M,15-24 years,15-24,Drug-Induced Causes,D,54,0,0.0,0,0,0
Arizona,4,2004,2004,Male,M,25-34 years,25-34,Drug-Induced Causes,D,74,0,0.0,0,0,0
Arizona,4,2004,2004,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,12,0,Unreliable,0,0,0
Arizona,4,2004,2004,Male,M,35-44 years,35-44,Drug-Induced Causes,D,167,400602,41.7,35.4,48,3.2
Arizona,4,2004,2004,Male,M,35-44 years,35-44,Alcohol-Induced Causes,A,67,400602,16.7,13,21.2,2
Arizona,4,2004,2004,Male,M,45-54 years,45-54,Drug-Induced Causes,D,162,355246,45.6,38.6,52.6,3.6
Arizona,4,2004,2004,Male,M,45-54 years,45-54,Alcohol-Induced Causes,A,143,0,0.0,0,0,0
Arizona,4,2004,2004,Male,M,55-64 years,55-64,Drug-Induced Causes,D,37,0,0.0,0,0,0
Arizona,4,2004,2004,Male,M,55-64 years,55-64,Alcohol-Induced Causes,A,132,266773,49.5,41,57.9,4.3
Arizona,4,2004,2004,Male,M,65-74 years,65-74,Drug-Induced Causes,D,11,187751,Unreliable,2.9,10.5,1.8
Arizona,4,2004,2004,Male,M,65-74 years,65-74,Alcohol-Induced Causes,A,58,0,0.0,0,0,0
Arizona,4,2004,2004,Male,M,75-84 years,75-84,Alcohol-Induced Causes,A,29,0,0.0,0,0,0
Arizona,4,2005,2005,Female,F,15-24 years,15-24,Drug-Induced Causes,D,18,400688,Unreliable,2.7,7.1,1.1
Arizona,4,2005,2005,Female,F,25-34 years,25-34,Drug-Induced Causes,D,45,0,0.0,0,0,0
Arizona,4,2005,2005,Female,F,35-44 years,35-44,Drug-Induced Causes,D,87,399004,21.8,17.5,26.9,2.3
Arizona,4,2005,2005,Female,F,35-44 years,35-44,Alcohol-Induced Causes,A,29,399004,7.3,4.9,10.4,1.3
Arizona,4,2005,2005,Female,F,45-54 years,45-54,Drug-Induced Causes,D,129,0,0.0,0,0,0
Arizona,4,2005,2005,Female,F,45-54 years,45-54,Alcohol-Induced Causes,A,70,386004,18.1,14.1,22.9,2.2
Arizona,4,2005,2005,Female,F,55-64 years,55-64,Drug-Induced Causes,D,33,312274,10.6,7.3,14.8,1.8
Arizona,4,2005,2005,Female,F,55-64 years,55-64,Alcohol-Induced Causes,A,40,312274,12.8,9.2,17.4,2
Arizona,4,2005,2005,Female,F,65-74 years,65-74,Alcohol-Induced Causes,A,22,0,0.0,0,0,0
Arizona,4,2005,2005,Male,M,15-24 years,15-24,Drug-Induced Causes,D,55,0,0.0,0,0,0
Arizona,4,2005,2005,Male,M,25-34 years,25-34,Drug-Induced Causes,D,77,417722,18.4,14.5,23,2.1
Arizona,4,2005,2005,Male,M,25-34 years,25-34,Alcohol-Induced Causes,A,14,417722,Unreliable,1.8,5.6,0.9
