State,State Code,Year,Year Code,Drug/Alcohol Induced Causes,Drug/Alcohol Induced Causes Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
Colorado,8,2015,2015,Drug-Induced Causes,D,893,5456574,16.4,15.3,17.4,0.5
Colorado,8,2015,2015,Alcohol-Induced Causes,A,857,5456574,15.7,14.7,16.8,0.5
Colorado,8,2015,2015,Total,,1750,5456574,32.1,30.6,33.6,0.8
Colorado,8,,,Total,,21974,81979602,26.8,26.4,27.2,0.2
Connecticut,9,1999,1999,Drug-Induced Causes,D,330,3386401,9.7,8.7,10.8,0.5
Connecticut,9,1999,1999,Alcohol-Induced Causes,A,175,3386401,5.2,4.4,5.9,0.4
Connecticut,9,1999,1999,Total,,505,3386401,14.9,13.6,16.2,0.7
Connecticut,9,2000,2000,Drug-Induced Causes,D,336,3405565,9.9,8.8,10.9,0.5
Connecticut,9,2000,2000,Alcohol-Induced Causes,A,195,3405565,5.7,4.9,6.5,0.4
Connecticut,9,2000,2000,Total,,531,3405565,15.6,14.3,16.9,0.7
Connecticut,9,2001,2001,Drug-Induced Causes,D,326,3432835,9.5,8.5,10.5,0.5
Connecticut,9,2001,2001,Alcohol-Induced Causes,A,160,3432835,4.7,3.9,5.4,0.4
Connecticut,9,2001,2001,Total,,486,3432835,14.2,12.9,15.4,0.6
Connecticut,9,2002,2002,Drug-Induced Causes,D,377,3458749,10.9,9.8,12,0.6
Connecticut,9,2002,2002,Alcohol-Induced Causes,A,198,3458749,5.7,4.9,6.5,0.4
Connecticut,9,2002,2002,Total,,575,3458749,16.6,15.3,18,0.7
Connecticut,9,2003,2003,Drug-Induced Causes,D,338,3484336,9.7,8.7,10.7,0.5
Connecticut,9,2003,2003,Alcohol-Induced Causes,A,184,3484336,5.3,4.5,6,0.4
Connecticut,9,2003,2003,Total,,522,3484336,15,13.7,16.3,0.7
Connecticut,9,2004,2004,Drug-Induced Causes,D,360,3496094,10.3,9.2,11.4,0.5
Connecticut,9,2004,2004,Alcohol-Induced Causes,A,189,3496094,5.4,4.6,6.2,0.4
Connecticut,9,2004,2004,Total,,549,3496094,15.7,14.4,17,0.7
Connecticut,9,2005,2005,Drug-Induced Causes,D,352,3506956,10,9,11.1,0.5
Connecticut,9,2005,2005,Alcohol-Induced Causes,A,186,3506956,5.3,4.5,6.1,0.4
Connecticut,9,2005,2005,Total,,538,3506956,15.3,14,16.6,0.7
Connecticut,9,2006,2006,Drug-Induced Causes,D,458,3517460,13,11.8,14.2,0.6
Connecticut,9,2006,2006,Alcohol-Induced Causes,A,186,3517460,5.3,4.5,6,0.4
Connecticut,9,2006,2006,Total,,644,3517460,18.3,16.9,19.7,0.7
Connecticut,9,2007,2007,Drug-Induced Causes,D,444,3527270,12.6,11.4,13.8,0.6
Connecticut,9,2007,2007,Alcohol-Induced Causes,A,214,3527270,6.1,5.3,6.9,0.4
Connecticut,9,2007,2007,Total,,658,3527270,18.7,17.2,20.1,0.7
Connecticut,9,2008,2008,Drug-Induced Causes,D,397,3545579,11.2,10.1,12.3,0.6
Connecticut,9,2008,2008,Alcohol-Induced Causes,A,229,3545579,6.5,5.6,7.3,0.4
Connecticut,9,2008,2008,Total,,626,3545579,17.7,16.3,19,0.7
Connecticut,9,2009,2009,Drug-Induced Causes,D,397,3561807,11.1,10,12.2,0.6
Connecticut,9,2009,2009,Alcohol-Induced Causes,A,222,3561807,6.2,5.4,7.1,0.4
Connecticut,9,2009,2009,Total,,619,3561807,17.4,16,18.7,0.7
Connecticut,9,2010,2010,Drug-Induced Causes,D,372,3574097,10.4,9.4,11.5,0.5
Connecticut,9,2010,2010,Alcohol-Induced Causes,A,192,3574097,5.4,4.6,6.1,0.4
Connecticut,9,2010,2010,Total,,564,3574097,15.8,14.5,17.1,0.7
Connecticut,9,2011,2011,Drug-Induced Causes,D,416,3580709,11.6,10.5,12.7,0.6
Connecticut,9,2011,2011,Alcohol-Induced Causes,A,188,3580709,5.3,4.5,6,0.4
Connecticut,9,2011,2011,Total,,604,3580709,16.9,15.5,18.2,0.7
Connecticut,9,2012,2012,Drug-Induced Causes,D,451,3590347,12.6,11.4,13.7,0.6
Connecticut,9,2012,2012,Alcohol-Induced Causes,A,187,3590347,5.2,4.5,6,0.4
Connecticut,9,2012,2012,Total,,638,3590347,17.8,16.4,19.1,0.7
Connecticut,9,2013,2013,Drug-Induced Causes,D,600,3596080,16.7,15.3,18,0.7
Connecticut,9,2013,2013,Alcohol-Induced Causes,A,281,3596080,7.8,6.9,8.7,0.5
Connecticut,9,2013,2013,Total,,881,3596080,24.5,22.9,26.1,0.8
Connecticut,9,2014,2014,Drug-Induced Causes,D,639,3596677,17.8,16.4,19.1,0.7
Connecticut,9,2014,2014,Alcohol-Induced Causes,A,303,3596677,8.4,7.5,9.4,0.5
Connecticut,9,2014,2014,Total,,942,3596677,26.2,24.5,27.9,0.9
Connecticut,9,2015,2015,Drug-Induced Causes,D,827,3590886,23,21.5,24.6,0.8
Connecticut,9,2015,2015,Alcohol-Induced Causes,A,341,3590886,9.5,8.5,10.5,0.5
Connecticut,9,2015,2015,Total,,1168,3590886,32.5,30.7,34.4,1
Connecticut,9,,,Total,,11050,59851848,18.5,18.1,18.8,0.2
Delaware,10,1999,1999,Drug-Induced Causes,D,55,774990,7.1,5.3,9.2,1
Delaware,10,1999,1999,Alcohol-Induced Causes,A,61,774990,7.9,6,10.1,1
Delaware,10,1999,1999,Total,,116,774990,15,12.2,17.7,1.4
Delaware,10,2000,2000,Drug-Induced Causes,D,60,783600,7.7,5.8,9.9,1
Delaware,10,2000,2000,Alcohol-Induced Causes,A,51,783600,6.5,4.8,8.6,0.9
Delaware,10,2000,2000,Total,,111,783600,14.2,11.5,16.8,1.3
Delaware,10,2001,2001,Drug-Induced Causes,D,70,795699,8.8,6.9,11.1,1.1
Delaware,10,2001,2001,Alcohol-Induced Causes,A,69,795699,8.7,6.7,11,1
Delaware,10,2001,2001,Total,,139,795699,17.5,14.6,20.4,1.5
Delaware,10,2002,2002,Drug-Induced Causes,D,85,806169,10.5,8.4,13,1.1
Delaware,10,2002,2002,Alcohol-Induced Causes,A,76,806169,9.4,7.4,11.8,1.1
Delaware,10,2002,2002,Total,,161,806169,20,16.9,23.1,1.6
Delaware,10,2003,2003,Drug-Induced Causes,D,88,818003,10.8,8.6,13.3,1.1
Delaware,10,2003,2003,Alcohol-Induced Causes,A,66,818003,8.1,6.2,10.3,1
Delaware,10,2003,2003,Total,,154,818003,18.8,15.9,21.8,1.5
Delaware,10,2004,2004,Drug-Induced Causes,D,92,830803,11.1,8.9,13.6,1.2
Delaware,10,2004,2004,Alcohol-Induced Causes,A,54,830803,6.5,4.9,8.5,0.9
Delaware,10,2004,2004,Total,,146,830803,17.6,14.7,20.4,1.5
Delaware,10,2005,2005,Drug-Induced Causes,D,67,845150,7.9,6.1,10.1,1
Delaware,10,2005,2005,Alcohol-Induced Causes,A,58,845150,6.9,5.2,8.9,0.9
Delaware,10,2005,2005,Total,,125,845150,14.8,12.2,17.4,1.3
Delaware,10,2006,2006,Drug-Induced Causes,D,83,859268,9.7,7.7,12,1.1
Delaware,10,2006,2006,Alcohol-Induced Causes,A,58,859268,6.7,5.1,8.7,0.9
Delaware,10,2006,2006,Total,,141,859268,16.4,13.7,19.1,1.4
Delaware,10,2007,2007,Drug-Induced Causes,D,102,871749,11.7,9.4,14,1.2
Delaware,10,2007,2007,Alcohol-Induced Causes,A,57,871749,6.5,5,8.5,0.9
Delaware,10,2007,2007,Total,,159,871749,18.2,15.4,21.1,1.4
Delaware,10,2008,2008,Drug-Induced Causes,D,125,883874,14.1,11.7,16.6,1.3
Delaware,10,2008,2008,Alcohol-Induced Causes,A,75,883874,8.5,6.7,10.6,1
Delaware,10,2008,2008,Total,,200,883874,22.6,19.5,25.8,1.6
Delaware,10,2009,2009,Drug-Induced Causes,D,139,891730,15.6,13,18.2,1.3
Delaware,10,2009,2009,Alcohol-Induced Causes,A,70,891730,7.8,6.1,9.9,0.9
Delaware,10,2009,2009,Total,,209,891730,23.4,20.3,26.6,1.6
Delaware,10,2010,2010,Drug-Induced Causes,D,147,897934,16.4,13.7,19,1.4
Delaware,10,2010,2010,Alcohol-Induced Causes,A,74,897934,8.2,6.5,10.3,1
Delaware,10,2010,2010,Total,,221,897934,24.6,21.4,27.9,1.7
Delaware,10,2011,2011,Drug-Induced Causes,D,166,907135,18.3,15.5,21.1,1.4
Delaware,10,2011,2011,Alcohol-Induced Causes,A,62,907135,6.8,5.2,8.8,0.9
Delaware,10,2011,2011,Total,,228,907135,25.1,21.9,28.4,1.7
Delaware,10,2012,2012,Drug-Induced Causes,D,150,917092,16.4,13.7,19,1.3
Delaware,10,2012,2012,Alcohol-Induced Causes,A,60,917092,6.5,5,8.4,0.8
Delaware,10,2012,2012,Total,,210,917092,22.9,19.8,26,1.6
Delaware,10,2013,2013,Drug-Induced Causes,D,170,925749,18.4,15.6,21.1,1.4
Delaware,10,2013,2013,Alcohol-Induced Causes,A,63,925749,6.8,5.2,8.7,0.9
Delaware,10,2013,2013,Total,,233,925749,25.2,21.9,28.4,1.6
Delaware,10,2014,2014,Drug-Induced Causes,D,204,935614,21.8,18.8,24.8,1.5
Delaware,10,2014,2014,Alcohol-Induced Causes,A,77,935614,8.2,6.5,10.3,0.9
Delaware,10,2014,2014,Total,,281,935614,30,26.5,33.5,1.8
Delaware,10,2015,2015,Drug-Induced Causes,D,208,945934,22,19,25,1.5
Delaware,10,2015,2015,Alcohol-Induced Causes,A,80,945934,8.5,6.7,10.5,0.9
Delaware,10,2015,2015,Total,,288,945934,30.4,26.9,34,1.8
Delaware,10,,,Total,,3122,14690493,21.3,20.5,22,0.4
District of Columbia,11,1999,1999,Drug-Induced Causes,D,55,570213,9.6,7.3,12.6,1.3
District of Columbia,11,1999,1999,Alcohol-Induced Causes,A,77,570213,13.5,10.7,16.9,1.5
District of Columbia,11,1999,1999,Total,,132,570213,23.1,19.2,27.1,2
District of Columbia,11,2000,2000,Drug-Induced Causes,D,84,572059,14.7,11.7,18.2,1.6
District of Columbia,11,2000,2000,Alcohol-Induced Causes,A,113,572059,19.8,16.1,23.4,1.9
District of Columbia,11,2000,2000,Total,,197,572059,34.4,29.6,39.2,2.5
District of Columbia,11,2001,2001,Drug-Induced Causes,D,111,574504,19.3,15.7,22.9,1.8
District of Columbia,11,2001,2001,Alcohol-Induced Causes,A,113,574504,19.7,16,23.3,1.9
District of Columbia,11,2001,2001,Total,,224,574504,39,33.9,44.1,2.6
District of Columbia,11,2002,2002,Drug-Induced Causes,D,70,573158,12.2,9.5,15.4,1.5
District of Columbia,11,2002,2002,Alcohol-Induced Causes,A,117,573158,20.4,16.7,24.1,1.9
District of Columbia,11,2002,2002,Total,,187,573158,32.6,27.9,37.3,2.4
District of Columbia,11,2003,2003,Drug-Induced Causes,D,119,568502,20.9,17.2,24.7,1.9
District of Columbia,11,2003,2003,Alcohol-Induced Causes,A,102,568502,17.9,14.5,21.4,1.8
District of Columbia,11,2003,2003,Total,,221,568502,38.9,33.7,44,2.6
District of Columbia,11,2004,2004,Drug-Induced Causes,D,109,567754,19.2,15.6,22.8,1.8
District of Columbia,11,2004,2004,Alcohol-Induced Causes,A,109,567754,19.2,15.6,22.8,1.8
District of Columbia,11,2004,2004,Total,,218,567754,38.4,33.3,43.5,2.6
District of Columbia,11,2005,2005,Drug-Induced Causes,D,94,567136,16.6,13.4,20.3,1.7
District of Columbia,11,2005,2005,Alcohol-Induced Causes,A,83,567136,14.6,11.7,18.1,1.6
District of Columbia,11,2005,2005,Total,,177,567136,31.2,26.6,35.8,2.3
District of Columbia,11,2006,2006,Drug-Induced Causes,D,129,570681,22.6,18.7,26.5,2
District of Columbia,11,2006,2006,Alcohol-Induced Causes,A,82,570681,14.4,11.4,17.8,1.6
District of Columbia,11,2006,2006,Total,,211,570681,37,32,42,2.5
District of Columbia,11,2007,2007,Drug-Induced Causes,D,90,574404,15.7,12.6,19.3,1.7
District of Columbia,11,2007,2007,Alcohol-Induced Causes,A,60,574404,10.4,8,13.4,1.3
District of Columbia,11,2007,2007,Total,,150,574404,26.1,21.9,30.3,2.1
District of Columbia,11,2008,2008,Drug-Induced Causes,D,77,580236,13.3,10.5,16.6,1.5
District of Columbia,11,2008,2008,Alcohol-Induced Causes,A,73,580236,12.6,9.9,15.8,1.5
District of Columbia,11,2008,2008,Total,,150,580236,25.9,21.7,30,2.1
District of Columbia,11,2009,2009,Drug-Induced Causes,D,58,592228,9.8,7.4,12.7,1.3
District of Columbia,11,2009,2009,Alcohol-Induced Causes,A,51,592228,8.6,6.4,11.3,1.2
District of Columbia,11,2009,2009,Total,,109,592228,18.4,14.9,21.9,1.8
District of Columbia,11,2010,2010,Drug-Induced Causes,D,90,601723,15,12,18.4,1.6
District of Columbia,11,2010,2010,Alcohol-Induced Causes,A,87,601723,14.5,11.6,17.8,1.6
District of Columbia,11,2010,2010,Total,,177,601723,29.4,25.1,33.7,2.2
District of Columbia,11,2011,2011,Drug-Induced Causes,D,94,617996,15.2,12.3,18.6,1.6
District of Columbia,11,2011,2011,Alcohol-Induced Causes,A,75,617996,12.1,9.5,15.2,1.4
District of Columbia,11,2011,2011,Total,,169,617996,27.3,23.2,31.5,2.1
District of Columbia,11,2012,2012,Drug-Induced Causes,D,85,632323,13.4,10.7,16.6,1.5
District of Columbia,11,2012,2012,Alcohol-Induced Causes,A,74,632323,11.7,9.2,14.7,1.4
District of Columbia,11,2012,2012,Total,,159,632323,25.1,21.2,29.1,2
District of Columbia,11,2013,2013,Drug-Induced Causes,D,113,646449,17.5,14.3,20.7,1.6
District of Columbia,11,2013,2013,Alcohol-Induced Causes,A,65,646449,10.1,7.8,12.8,1.2
District of Columbia,11,2013,2013,Total,,178,646449,27.5,23.5,31.6,2.1
District of Columbia,11,2014,2014,Drug-Induced Causes,D,106,658893,16.1,13,19.2,1.6
District of Columbia,11,2014,2014,Alcohol-Induced Causes,A,66,658893,10,7.7,12.7,1.2
District of Columbia,11,2014,2014,Total,,172,658893,26.1,22.2,30,2
District of Columbia,11,2015,2015,Drug-Induced Causes,D,130,672228,19.3,16,22.7,1.7
District of Columbia,11,2015,2015,Alcohol-Induced Causes,A,80,672228,11.9,9.4,14.8,1.3
District of Columbia,11,2015,2015,Total,,210,672228,31.2,27,35.5,2.2
District of Columbia,11,,,Total,,3041,10140487,30,28.9,31.1,0.5
Florida,12,1999,1999,Drug-Induced Causes,D,1061,15759421,6.7,6.3,7.1,0.2
Florida,12,1999,1999,Alcohol-Induced Causes,A,1284,15759421,8.1,7.7,8.6,0.2
Florida,12,1999,1999,Total,,2345,15759421,14.9,14.3,15.5,0.3
Florida,12,2000,2000,Drug-Induced Causes,D,1237,15982378,7.7,7.3,8.2,0.2
Florida,12,2000,2000,Alcohol-Induced Causes,A,1341,15982378,8.4,7.9,8.8,0.2
Florida,12,2000,2000,Total,,2578,15982378,16.1,15.5,16.8,0.3
Florida,12,2001,2001,Drug-Induced Causes,D,1833,16356966,11.2,10.7,11.7,0.3
Florida,12,2001,2001,Alcohol-Induced Causes,A,1408,16356966,8.6,8.2,9.1,0.2
Florida,12,2001,2001,Total,,3241,16356966,19.8,19.1,20.5,0.3
Florida,12,2002,2002,Drug-Induced Causes,D,2041,16689370,12.2,11.7,12.8,0.3
Florida,12,2002,2002,Alcohol-Induced Causes,A,1424,16689370,8.5,8.1,9,0.2
Florida,12,2002,2002,Total,,3465,16689370,20.8,20.1,21.5,0.4
Florida,12,2003,2003,Drug-Induced Causes,D,2153,17004085,12.7,12.1,13.2,0.3
Florida,12,2003,2003,Alcohol-Induced Causes,A,1485,17004085,8.7,8.3,9.2,0.2
Florida,12,2003,2003,Total,,3638,17004085,21.4,20.7,22.1,0.4
Florida,12,2004,2004,Drug-Induced Causes,D,2408,17415318,13.8,13.3,14.4,0.3
Florida,12,2004,2004,Alcohol-Induced Causes,A,1525,17415318,8.8,8.3,9.2,0.2
Florida,12,2004,2004,Total,,3933,17415318,22.6,21.9,23.3,0.4
Florida,12,2005,2005,Drug-Induced Causes,D,2664,17842038,14.9,14.4,15.5,0.3
Florida,12,2005,2005,Alcohol-Induced Causes,A,1612,17842038,9,8.6,9.5,0.2
Florida,12,2005,2005,Total,,4276,17842038,24,23.2,24.7,0.4
Florida,12,2006,2006,Drug-Induced Causes,D,2928,18166990,16.1,15.5,16.7,0.3
Florida,12,2006,2006,Alcohol-Induced Causes,A,1746,18166990,9.6,9.2,10.1,0.2
Florida,12,2006,2006,Total,,4674,18166990,25.7,25,26.5,0.4
Florida,12,2007,2007,Drug-Induced Causes,D,2936,18367842,16,15.4,16.6,0.3
Florida,12,2007,2007,Alcohol-Induced Causes,A,1770,18367842,9.6,9.2,10.1,0.2
Florida,12,2007,2007,Total,,4706,18367842,25.6,24.9,26.4,0.4
Florida,12,2008,2008,Drug-Induced Causes,D,3097,18527305,16.7,16.1,17.3,0.3
Florida,12,2008,2008,Alcohol-Induced Causes,A,1765,18527305,9.5,9.1,10,0.2
Florida,12,2008,2008,Total,,4862,18527305,26.2,25.5,27,0.4
Florida,12,2009,2009,Drug-Induced Causes,D,3193,18652644,17.1,16.5,17.7,0.3
Florida,12,2009,2009,Alcohol-Induced Causes,A,1688,18652644,9,8.6,9.5,0.2
Florida,12,2009,2009,Total,,4881,18652644,26.2,25.4,26.9,0.4
Florida,12,2010,2010,Drug-Induced Causes,D,3181,18801310,16.9,16.3,17.5,0.3
Florida,12,2010,2010,Alcohol-Induced Causes,A,1751,18801310,9.3,8.9,9.7,0.2
Florida,12,2010,2010,Total,,4932,18801310,26.2,25.5,27,0.4
Florida,12,2011,2011,Drug-Induced Causes,D,3033,19057542,15.9,15.3,16.5,0.3
Florida,12,2011,2011,Alcohol-Induced Causes,A,1858,19057542,9.7,9.3,10.2,0.2
Florida,12,2011,2011,Total,,4891,19057542,25.7,24.9,26.4,0.4
Florida,12,2012,2012,Drug-Induced Causes,D,2697,19317568,14,13.4,14.5,0.3
Florida,12,2012,2012,Alcohol-Induced Causes,A,1963,19317568,10.2,9.7,10.6,0.2
Florida,12,2012,2012,Total,,4660,19317568,24.1,23.4,24.8,0.4
Florida,12,2013,2013,Drug-Induced Causes,D,2603,19552860,13.3,12.8,13.8,0.3
Florida,12,2013,2013,Alcohol-Induced Causes,A,2070,19552860,10.6,10.1,11,0.2
Florida,12,2013,2013,Total,,4673,19552860,23.9,23.2,24.6,0.3
Florida,12,2014,2014,Drug-Induced Causes,D,2804,19893297,14.1,13.6,14.6,0.3
Florida,12,2014,2014,Alcohol-Induced Causes,A,2366,19893297,11.9,11.4,12.4,0.2
Florida,12,2014,2014,Total,,5170,19893297,26,25.3,26.7,0.4
Florida,12,2015,2015,Drug-Induced Causes,D,3377,20271272,16.7,16.1,17.2,0.3
Florida,12,2015,2015,Alcohol-Induced Causes,A,2489,20271272,12.3,11.8,12.8,0.2
Florida,12,2015,2015,Total,,5866,20271272,28.9,28.2,29.7,0.4
Florida,12,,,Total,,72791,307658206,23.7,23.5,23.8,0.1
Georgia,13,1999,1999,Drug-Induced Causes,D,347,8045965,4.3,3.9,4.8,0.2
Georgia,13,1999,1999,Alcohol-Induced Causes,A,477,8045965,5.9,5.4,6.5,0.3
Georgia,13,1999,1999,Total,,824,8045965,10.2,9.5,10.9,0.4
Georgia,13,2000,2000,Drug-Induced Causes,D,429,8186453,5.2,4.7,5.7,0.3
Georgia,13,2000,2000,Alcohol-Induced Causes,A,489,8186453,6,5.4,6.5,0.3
Georgia,13,2000,2000,Total,,918,8186453,11.2,10.5,11.9,0.4
Georgia,13,2001,2001,Drug-Induced Causes,D,591,8377038,7.1,6.5,7.6,0.3
Georgia,13,2001,2001,Alcohol-Induced Causes,A,502,8377038,6,5.5,6.5,0.3
Georgia,13,2001,2001,Total,,1093,8377038,13,12.3,13.8,0.4
Georgia,13,2002,2002,Drug-Induced Causes,D,631,8508256,7.4,6.8,8,0.3
Georgia,13,2002,2002,Alcohol-Induced Causes,A,521,8508256,6.1,5.6,6.6,0.3
Georgia,13,2002,2002,Total,,1152,8508256,13.5,12.8,14.3,0.4
Georgia,13,2003,2003,Drug-Induced Causes,D,684,8622793,7.9,7.3,8.5,0.3
Georgia,13,2003,2003,Alcohol-Induced Causes,A,505,8622793,5.9,5.3,6.4,0.3
Georgia,13,2003,2003,Total,,1189,8622793,13.8,13,14.6,0.4
Georgia,13,2004,2004,Drug-Induced Causes,D,730,8769252,8.3,7.7,8.9,0.3
Georgia,13,2004,2004,Alcohol-Induced Causes,A,559,8769252,6.4,5.8,6.9,0.3
Georgia,13,2004,2004,Total,,1289,8769252,14.7,13.9,15.5,0.4
Georgia,13,2005,2005,Drug-Induced Causes,D,820,8925922,9.2,8.6,9.8,0.3
Georgia,13,2005,2005,Alcohol-Induced Causes,A,506,8925922,5.7,5.2,6.2,0.3
Georgia,13,2005,2005,Total,,1326,8925922,14.9,14.1,15.7,0.4
Georgia,13,2006,2006,Drug-Induced Causes,D,912,9155813,10,9.3,10.6,0.3
Georgia,13,2006,2006,Alcohol-Induced Causes,A,500,9155813,5.5,5,5.9,0.2
Georgia,13,2006,2006,Total,,1412,9155813,15.4,14.6,16.2,0.4
Georgia,13,2007,2007,Drug-Induced Causes,D,973,9349988,10.4,9.8,11.1,0.3
Georgia,13,2007,2007,Alcohol-Induced Causes,A,505,9349988,5.4,4.9,5.9,0.2
Georgia,13,2007,2007,Total,,1478,9349988,15.8,15,16.6,0.4
Georgia,13,2008,2008,Drug-Induced Causes,D,977,9504843,10.3,9.6,10.9,0.3
Georgia,13,2008,2008,Alcohol-Induced Causes,A,481,9504843,5.1,4.6,5.5,0.2
Georgia,13,2008,2008,Total,,1458,9504843,15.3,14.6,16.1,0.4
Georgia,13,2009,2009,Drug-Induced Causes,D,1043,9620846,10.8,10.2,11.5,0.3
Georgia,13,2009,2009,Alcohol-Induced Causes,A,533,9620846,5.5,5.1,6,0.2
Georgia,13,2009,2009,Total,,1576,9620846,16.4,15.6,17.2,0.4
Georgia,13,2010,2010,Drug-Induced Causes,D,1124,9687653,11.6,10.9,12.3,0.3
Georgia,13,2010,2010,Alcohol-Induced Causes,A,630,9687653,6.5,6,7,0.3
Georgia,13,2010,2010,Total,,1754,9687653,18.1,17.3,19,0.4
Georgia,13,2011,2011,Drug-Induced Causes,D,1112,9815210,11.3,10.7,12,0.3
Georgia,13,2011,2011,Alcohol-Induced Causes,A,593,9815210,6,5.6,6.5,0.2
Georgia,13,2011,2011,Total,,1705,9815210,17.4,16.5,18.2,0.4
Georgia,13,2012,2012,Drug-Induced Causes,D,1115,9919945,11.2,10.6,11.9,0.3
Georgia,13,2012,2012,Alcohol-Induced Causes,A,636,9919945,6.4,5.9,6.9,0.3
Georgia,13,2012,2012,Total,,1751,9919945,17.7,16.8,18.5,0.4
Georgia,13,2013,2013,Drug-Induced Causes,D,1160,9992167,11.6,10.9,12.3,0.3
Georgia,13,2013,2013,Alcohol-Induced Causes,A,673,9992167,6.7,6.2,7.2,0.3
Georgia,13,2013,2013,Total,,1833,9992167,18.3,17.5,19.2,0.4
Georgia,13,2014,2014,Drug-Induced Causes,D,1268,10097343,12.6,11.9,13.2,0.4
Georgia,13,2014,2014,Alcohol-Induced Causes,A,674,10097343,6.7,6.2,7.2,0.3
Georgia,13,2014,2014,Total,,1942,10097343,19.2,18.4,20.1,0.4
Georgia,13,2015,2015,Drug-Induced Causes,D,1370,10214860,13.4,12.7,14.1,0.4
Georgia,13,2015,2015,Alcohol-Induced Causes,A,726,10214860,7.1,6.6,7.6,0.3
Georgia,13,2015,2015,Total,,2096,10214860,20.5,19.6,21.4,0.4
Georgia,13,,,Total,,24796,156794347,15.8,15.6,16,0.1
Hawaii,15,1999,1999,Drug-Induced Causes,D,83,1210300,6.9,5.5,8.5,0.8
Hawaii,15,1999,1999,Alcohol-Induced Causes,A,38,1210300,3.1,2.2,4.3,0.5
Hawaii,15,1999,1999,Total,,121,1210300,10,8.2,11.8,0.9
Hawaii,15,2000,2000,Drug-Induced Causes,D,64,1211537,5.3,4.1,6.7,0.7
Hawaii,15,2000,2000,Alcohol-Induced Causes,A,38,1211537,3.1,2.2,4.3,0.5
Hawaii,15,2000,2000,Total,,102,1211537,8.4,6.8,10.1,0.8
Hawaii,15,2001,2001,Drug-Induced Causes,D,83,1225948,6.8,5.4,8.4,0.7
Hawaii,15,2001,2001,Alcohol-Induced Causes,A,36,1225948,2.9,2.1,4.1,0.5
Hawaii,15,2001,2001,Total,,119,1225948,9.7,8,11.5,0.9
Hawaii,15,2002,2002,Drug-Induced Causes,D,85,1239613,6.9,5.5,8.5,0.7
Hawaii,15,2002,2002,Alcohol-Induced Causes,A,44,1239613,3.5,2.6,4.8,0.5
Hawaii,15,2002,2002,Total,,129,1239613,10.4,8.6,12.2,0.9
Hawaii,15,2003,2003,Drug-Induced Causes,D,102,1251154,8.2,6.6,9.7,0.8
Hawaii,15,2003,2003,Alcohol-Induced Causes,A,31,1251154,2.5,1.7,3.5,0.4
Hawaii,15,2003,2003,Total,,133,1251154,10.6,8.8,12.4,0.9
Hawaii,15,2004,2004,Drug-Induced Causes,D,128,1273569,10.1,8.3,11.8,0.9
Hawaii,15,2004,2004,Alcohol-Induced Causes,A,66,1273569,5.2,4,6.6,0.6
Hawaii,15,2004,2004,Total,,194,1273569,15.2,13.1,17.4,1.1
Hawaii,15,2005,2005,Drug-Induced Causes,D,143,1292729,11.1,9.2,12.9,0.9
Hawaii,15,2005,2005,Alcohol-Induced Causes,A,49,1292729,3.8,2.8,5,0.5
Hawaii,15,2005,2005,Total,,192,1292729,14.9,12.8,17,1.1
Hawaii,15,2006,2006,Drug-Induced Causes,D,131,1309731,10,8.3,11.7,0.9
Hawaii,15,2006,2006,Alcohol-Induced Causes,A,65,1309731,5,3.8,6.3,0.6
Hawaii,15,2006,2006,Total,,196,1309731,15,12.9,17.1,1.1
Hawaii,15,2007,2007,Drug-Induced Causes,D,142,1315675,10.8,9,12.6,0.9
Hawaii,15,2007,2007,Alcohol-Induced Causes,A,82,1315675,6.2,5,7.7,0.7
Hawaii,15,2007,2007,Total,,224,1315675,17,14.8,19.3,1.1
Hawaii,15,2008,2008,Drug-Induced Causes,D,129,1332213,9.7,8,11.4,0.9
Hawaii,15,2008,2008,Alcohol-Induced Causes,A,75,1332213,5.6,4.4,7.1,0.7
Hawaii,15,2008,2008,Total,,204,1332213,15.3,13.2,17.4,1.1
Hawaii,15,2009,2009,Drug-Induced Causes,D,148,1346717,11,9.2,12.8,0.9
Hawaii,15,2009,2009,Alcohol-Induced Causes,A,94,1346717,7,5.6,8.5,0.7
Hawaii,15,2009,2009,Total,,242,1346717,18,15.7,20.2,1.2
Hawaii,15,2010,2010,Drug-Induced Causes,D,154,1360301,11.3,9.5,13.1,0.9
Hawaii,15,2010,2010,Alcohol-Induced Causes,A,87,1360301,6.4,5.1,7.9,0.7
Hawaii,15,2010,2010,Total,,241,1360301,17.7,15.5,20,1.1
Hawaii,15,2011,2011,Drug-Induced Causes,D,189,1374810,13.7,11.8,15.7,1
Hawaii,15,2011,2011,Alcohol-Induced Causes,A,88,1374810,6.4,5.1,7.9,0.7
Hawaii,15,2011,2011,Total,,277,1374810,20.1,17.8,22.5,1.2
Hawaii,15,2012,2012,Drug-Induced Causes,D,159,1392313,11.4,9.6,13.2,0.9
Hawaii,15,2012,2012,Alcohol-Induced Causes,A,84,1392313,6,4.8,7.5,0.7
Hawaii,15,2012,2012,Total,,243,1392313,17.5,15.3,19.6,1.1
Hawaii,15,2013,2013,Drug-Induced Causes,D,167,1404054,11.9,10.1,13.7,0.9
